input_produit_id,input_nom_produit,input_description_produit,input_prix_produit,input_categorie_id,input_longueur_produit,input_largeur_produit,input_hauteur_produit,input_saisonnalite_produit,input_priorite_merchandising,input_contrainte_temperature_produit,input_contrainte_conditionnement_produit,input_conditionnement_produit,input_magasin_id,input_nom_magasin_magasin,input_surface_magasin,input_longueur_magasin,input_largeur_magasin,input_adresse_magasin,input_zone_id,input_nom_zone,input_description_zone,input_emplacement_zone,input_longueur_zone,input_largeur_zone,input_hauteur_zone,input_temperature_zone,input_eclairage_zone,input_quantite_stock,input_date_maj_stock,input_quantite_vente,input_prix_unitaire_vente,input_date_vente,input_promotion_id,input_nom_promotion,input_type_promotion,input_etat_promotion,input_id_supplier,input_placement_exige_supplier,input_espace_minimum_supplier,input_nom_categorie,input_saisonnalite_categorie,input_priorite_categorie,input_zone_exposition_preferee_categorie,input_temperature_exposition_categorie,input_clientele_ciblee_categorie,input_montant_total_vente,input_valeur_stock
PROD_0380,Pâtes Penne Classic,Description du Pâtes Penne,11.27,CAT_006,16.8,15.1,21.3,ete,9,0,fragile,carton,MAG_002,Magasin MAG_002,1042.9,51.9,18.3,433 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,10.2,3.4,3.1,ambiante,halogene,33,2025-06-06,11,21.42,2025-07-05,,,,,SUP_010,niveau_oeil,2.4,Catégorie CAT_006,hiver,5,centre,ambiante,jeune,235.62,371.91
PROD_0381,Riz Basmati Premium,Description du Riz Basmati,7.34,CAT_006,18.6,8.2,34.2,hiver,10,0,fragile,carton,MAG_001,Magasin MAG_001,529.2,30.7,22.0,365 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,cote,10.0,5.8,2.9,ambiante,halogene,81,2025-04-08,12,42.21,2025-04-11,PROMO_047,Offre Spéciale,montant,,SUP_003,standard,2.7,Catégorie CAT_006,toute_annee,3,centre,ambiante,famille,506.52,594.54
PROD_0382,Vin Rouge Classic,Description du Vin Rouge,4.63,CAT_001,10.7,8.1,10.0,ete,8,0,fragile,verre,MAG_004,Magasin MAG_004,492.8,25.7,15.3,307 Rue République,ZONE_002,Zone 002,Zone périphérique,centre,5.3,5.9,2.7,ambiante,neon,73,2025-01-08,4,55.76,2025-01-22,,,2pour1,,SUP_012,standard,2.6,Catégorie CAT_001,ete,2,entree,ambiante,senior,223.04,337.99
PROD_0383,Jambon Blanc Premium,Description du Jambon Blanc,30.47,CAT_002,24.1,16.5,34.4,ete,4,0,fragile,verre,MAG_001,Magasin MAG_001,541.0,30.5,21.3,122 Rue République,ZONE_004,Zone 004,Zone périphérique,cote,9.0,3.4,3.1,ambiante,neon,187,2025-04-02,5,12.93,2025-04-12,,,,,SUP_024,niveau_oeil,2.7,Catégorie CAT_002,ete,2,entree,ambiante,famille,64.65,5697.89
PROD_0384,Bananes Bio,Description du Bananes,25.49,CAT_002,16.7,12.1,31.4,printemps,6,0,fragile,carton,MAG_002,Magasin MAG_002,965.1,46.1,21.1,445 Rue République,ZONE_003,Zone 003,Zone périphérique,fond,7.4,5.5,2.6,ambiante,halogene,26,2025-06-22,25,63.93,2025-07-05,PROMO_010,,montant,,SUP_028,niveau_oeil,2.6,Catégorie CAT_002,ete,7,entree,ambiante,tous,1598.25,662.74
PROD_0385,Riz Basmati Bio,Description du Riz Basmati,7.38,CAT_006,19.8,14.5,14.9,ete,2,0,standard,metal,MAG_001,Magasin MAG_001,586.0,26.2,21.0,40 Rue République,ZONE_002,Zone 002,Zone centrale,centre,6.5,2.2,2.8,ambiante,halogene,9,2025-01-25,20,48.3,2025-01-31,PROMO_004,,,,SUP_008,tete_gondole,2.6,Catégorie CAT_006,automne,7,centre,ambiante,famille,966.0,66.42
PROD_0386,Sauce Tomate Classic,Description du Sauce Tomate,19.32,CAT_004,13.7,5.8,28.2,automne,5,1,fragile,metal,MAG_005,Magasin MAG_005,363.4,30.7,16.1,253 Rue République,ZONE_001,Zone 001,Zone centrale,centre,5.8,3.2,3.0,froid,LED,5,2025-05-28,2,48.64,2025-06-18,,Black Friday,,,SUP_014,tete_gondole,2.0,Catégorie CAT_004,automne,8,centre,froid,senior,97.28,96.6
PROD_0387,Jus Orange Bio,Description du Jus Orange,12.83,CAT_001,24.0,18.8,29.1,automne,6,0,liquide,verre,MAG_003,Magasin MAG_003,380.1,21.7,16.7,761 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,fond,9.1,2.8,3.2,ambiante,LED,171,2025-06-22,9,52.88,2025-06-28,,Soldes Hiver,2pour1,,SUP_002,standard,2.0,Catégorie CAT_001,ete,4,fond,ambiante,tous,475.92,2193.93
PROD_0388,Sauce Tomate Bio,Description du Sauce Tomate,3.49,CAT_001,12.3,17.1,14.6,toute_annee,3,0,standard,plastique,MAG_001,Magasin MAG_001,757.6,26.6,20.5,197 Rue République,ZONE_003,Zone 003,Zone spécialisée,fond,5.6,3.7,3.2,ambiante,neon,93,2025-02-24,29,39.52,2025-03-07,,,,inactive,SUP_017,standard,1.2,Catégorie CAT_001,printemps,3,fond,ambiante,senior,1146.08,324.57
PROD_0389,Carottes Bio,Description du Carottes,12.39,CAT_003,24.2,5.6,21.9,hiver,8,0,liquide,carton,MAG_002,Magasin MAG_002,802.5,53.8,13.8,170 Rue République,ZONE_001,Zone 001,Zone spécialisée,cote,7.4,5.7,2.5,ambiante,neon,104,2025-06-10,13,47.8,2025-06-29,,Promo Flash,,,SUP_001,standard,2.4,Catégorie CAT_003,hiver,9,fond,ambiante,senior,621.4,1288.56
PROD_0390,Soda Cola Premium,Description du Soda Cola,16.18,CAT_002,21.5,8.5,22.1,ete,4,0,standard,plastique,MAG_003,Magasin MAG_003,356.8,24.9,16.0,299 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,8.0,2.3,2.6,ambiante,halogene,39,2025-04-18,9,68.3,2025-05-15,,,pourcentage,,SUP_001,standard,1.1,Catégorie CAT_002,automne,10,centre,ambiante,senior,614.7,631.02
PROD_0391,Bière Blonde Light,Description du Bière Blonde,13.72,CAT_006,8.8,5.8,30.9,toute_annee,5,0,fragile,carton,MAG_001,Magasin MAG_001,601.1,25.8,18.0,641 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,centre,5.8,2.2,2.9,ambiante,neon,76,2025-05-22,6,68.77,2025-05-30,,,,,SUP_025,standard,1.2,Catégorie CAT_006,printemps,7,fond,ambiante,senior,412.62,1042.72
PROD_0392,Dentifrice Bio,Description du Dentifrice,5.19,CAT_005,20.6,10.0,17.9,automne,5,1,standard,metal,MAG_005,Magasin MAG_005,374.1,24.7,20.3,160 Rue République,ZONE_002,Zone 002,Zone centrale,cote,5.7,3.5,2.6,froid,halogene,42,2025-03-04,29,63.19,2025-03-19,PROMO_012,,,planifiee,SUP_016,standard,2.9,Catégorie CAT_005,ete,5,entree,froid,senior,1832.51,217.98
PROD_0393,Jus Orange Bio,Description du Jus Orange,5.21,CAT_002,18.0,12.2,28.9,printemps,3,0,standard,metal,MAG_002,Magasin MAG_002,1159.9,54.0,22.6,252 Rue République,ZONE_004,Zone 004,Zone spécialisée,cote,7.0,3.3,3.4,ambiante,LED,190,2025-01-21,17,12.05,2025-01-25,,,,,SUP_001,tete_gondole,1.7,Catégorie CAT_002,printemps,1,entree,ambiante,jeune,204.85,989.9
PROD_0394,Eau Minérale Premium,Description du Eau Minérale,14.58,CAT_003,15.6,17.8,24.0,printemps,2,0,liquide,verre,MAG_001,Magasin MAG_001,610.2,32.3,16.8,874 Rue Liberté,ZONE_002,Zone 002,Zone centrale,centre,8.6,2.4,2.5,ambiante,LED,127,2025-01-23,25,77.39,2025-02-10,,,,,SUP_008,tete_gondole,1.4,Catégorie CAT_003,toute_annee,5,fond,ambiante,famille,1934.75,1851.66
PROD_0395,Oranges Premium,Description du Oranges,13.69,CAT_001,20.7,6.9,24.5,toute_annee,7,0,standard,carton,MAG_001,Magasin MAG_001,563.1,30.5,20.9,935 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,centre,10.4,3.6,3.4,ambiante,halogene,103,2025-04-11,5,54.71,2025-04-22,,Black Friday,,,SUP_029,tete_gondole,2.7,Catégorie CAT_001,hiver,3,entree,ambiante,jeune,273.55,1410.07
PROD_0396,Chocolat Noir Classic,Description du Chocolat Noir,8.33,CAT_003,28.0,16.4,26.9,printemps,6,0,standard,carton,MAG_001,Magasin MAG_001,552.5,31.0,18.0,620 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,cote,7.1,2.7,3.3,ambiante,neon,90,2025-01-19,20,42.14,2025-01-24,,Offre Spéciale,,,SUP_029,tete_gondole,1.1,Catégorie CAT_003,automne,8,fond,ambiante,senior,842.8,749.7
PROD_0397,Shampoing Bio,Description du Shampoing,3.65,CAT_006,11.3,19.8,15.2,ete,6,0,standard,metal,MAG_003,Magasin MAG_003,377.7,25.3,15.3,458 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,entree,5.9,2.8,3.3,ambiante,LED,152,2025-06-25,14,38.64,2025-07-25,,Offre Spéciale,,inactive,SUP_012,niveau_oeil,1.9,Catégorie CAT_006,hiver,7,centre,ambiante,tous,540.96,554.8
PROD_0398,Céréales Muesli Bio,Description du Céréales Muesli,12.78,CAT_006,16.5,17.4,13.3,hiver,7,0,liquide,metal,MAG_005,Magasin MAG_005,465.6,24.3,17.7,552 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,centre,11.5,5.0,3.4,ambiante,halogene,26,2025-01-09,19,56.72,2025-01-31,,,,,SUP_023,tete_gondole,1.4,Catégorie CAT_006,ete,6,entree,ambiante,jeune,1077.68,332.28
PROD_0399,Céréales Muesli Premium,Description du Céréales Muesli,6.56,CAT_003,24.8,18.9,15.1,automne,6,0,standard,verre,MAG_001,Magasin MAG_001,594.3,30.7,22.5,472 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,cote,10.6,5.0,2.6,ambiante,LED,58,2025-05-28,27,35.88,2025-06-04,PROMO_009,Promo Flash,,inactive,SUP_012,tete_gondole,1.2,Catégorie CAT_003,printemps,10,entree,ambiante,tous,968.76,380.48
PROD_0400,Céréales Muesli Bio,Description du Céréales Muesli,14.1,CAT_002,25.6,11.5,31.7,printemps,4,0,standard,carton,MAG_005,Magasin MAG_005,467.6,27.7,15.9,583 Rue République,ZONE_001,Zone 001,Zone centrale,centre,6.3,5.8,2.7,ambiante,halogene,195,2025-03-24,5,31.49,2025-04-16,,,,,SUP_015,standard,2.4,Catégorie CAT_002,printemps,5,entree,ambiante,jeune,157.45,2749.5
PROD_0401,Pommes de Terre Bio,Description du Pommes de Terre,9.74,CAT_006,13.0,5.9,17.5,printemps,7,0,fragile,metal,MAG_001,Magasin MAG_001,677.9,25.4,23.3,568 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,fond,8.3,2.7,2.9,ambiante,neon,63,2025-05-12,14,36.8,2025-06-10,PROMO_006,,,active,SUP_013,standard,0.6,Catégorie CAT_006,printemps,4,centre,ambiante,jeune,515.2,613.62
PROD_0402,Dentifrice Light,Description du Dentifrice,6.31,CAT_005,22.6,11.3,27.5,hiver,6,1,liquide,metal,MAG_005,Magasin MAG_005,447.9,25.6,16.6,848 Rue République,ZONE_001,Zone 001,Zone centrale,entree,7.9,4.0,2.5,froid,halogene,170,2024-12-30,14,57.8,2025-01-05,,Offre Spéciale,,,SUP_001,tete_gondole,2.2,Catégorie CAT_005,automne,3,fond,froid,famille,809.2,1072.7
PROD_0403,Vin Rouge Bio,Description du Vin Rouge,14.92,CAT_002,19.0,18.6,27.9,toute_annee,4,0,liquide,carton,MAG_001,Magasin MAG_001,594.5,28.8,19.9,247 Rue République,ZONE_001,Zone 001,Zone centrale,entree,9.1,5.2,3.4,ambiante,neon,128,2025-04-07,2,40.9,2025-04-08,,,montant,,SUP_013,standard,1.7,Catégorie CAT_002,ete,6,centre,ambiante,senior,81.8,1909.76
PROD_0404,Lait Entier Premium,Description du Lait Entier,14.1,CAT_006,27.0,12.2,11.7,toute_annee,3,0,standard,metal,MAG_002,Magasin MAG_002,1038.8,49.5,18.5,489 Rue Liberté,ZONE_001,Zone 001,Zone centrale,fond,8.8,3.7,3.4,ambiante,LED,43,2025-03-13,22,22.69,2025-03-27,PROMO_041,Promo Flash,,,SUP_021,tete_gondole,2.6,Catégorie CAT_006,ete,9,fond,ambiante,senior,499.18,606.3
PROD_0405,Sauce Tomate Light,Description du Sauce Tomate,16.25,CAT_002,14.4,12.0,31.4,printemps,7,0,standard,plastique,MAG_004,Magasin MAG_004,367.5,25.3,16.0,626 Rue Liberté,ZONE_003,Zone 003,Zone centrale,centre,7.1,2.8,2.6,ambiante,neon,165,2025-03-25,16,29.45,2025-03-28,,Offre Spéciale,,,SUP_026,tete_gondole,2.5,Catégorie CAT_002,hiver,2,centre,ambiante,senior,471.2,2681.25
PROD_0406,Chocolat Noir Classic,Description du Chocolat Noir,6.82,CAT_003,28.7,10.1,34.7,automne,2,0,standard,plastique,MAG_002,Magasin MAG_002,845.7,49.2,18.5,728 Rue République,ZONE_002,Zone 002,Zone périphérique,cote,8.4,2.7,3.4,ambiante,halogene,200,2025-04-15,29,41.15,2025-04-29,,Soldes Hiver,,,SUP_012,niveau_oeil,2.3,Catégorie CAT_003,hiver,7,fond,ambiante,jeune,1193.35,1364.0
PROD_0407,Yaourt Nature Light,Description du Yaourt Nature,8.58,CAT_003,8.9,5.3,29.4,toute_annee,8,0,fragile,carton,MAG_004,Magasin MAG_004,413.9,23.5,14.3,636 Rue Liberté,ZONE_003,Zone 003,Zone centrale,centre,5.9,3.9,3.1,ambiante,neon,148,2025-06-04,1,38.84,2025-06-08,,,montant,,SUP_008,niveau_oeil,0.6,Catégorie CAT_003,hiver,2,centre,ambiante,tous,38.84,1269.84
PROD_0408,Biscuits Sablés Bio,Description du Biscuits Sablés,2.84,CAT_006,18.5,10.8,32.2,printemps,7,0,fragile,plastique,MAG_004,Magasin MAG_004,419.8,25.8,18.6,412 Rue République,ZONE_004,Zone 004,Zone centrale,fond,11.3,3.3,3.1,ambiante,halogene,159,2025-06-04,16,74.74,2025-06-10,,,,active,SUP_016,tete_gondole,2.9,Catégorie CAT_006,ete,6,fond,ambiante,famille,1195.84,451.56
PROD_0409,Crème Visage Light,Description du Crème Visage,6.33,CAT_004,14.2,9.2,20.1,hiver,4,1,standard,plastique,MAG_005,Magasin MAG_005,249.6,26.7,16.5,889 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,cote,12.0,2.2,3.1,froid,halogene,69,2025-03-25,21,13.95,2025-03-30,PROMO_005,,2pour1,,SUP_014,standard,0.9,Catégorie CAT_004,ete,5,entree,froid,famille,292.95,436.77
PROD_0410,Vin Rouge Bio,Description du Vin Rouge,6.2,CAT_004,9.9,9.5,34.2,ete,6,1,fragile,metal,MAG_001,Magasin MAG_001,624.7,21.4,18.3,487 Rue Liberté,ZONE_003,Zone 003,Zone spécialisée,centre,11.6,3.3,3.1,froid,neon,116,2025-04-10,12,73.49,2025-05-09,,,2pour1,planifiee,SUP_022,standard,0.5,Catégorie CAT_004,toute_annee,3,centre,froid,senior,881.88,719.2
PROD_0411,Crème Visage Light,Description du Crème Visage,9.12,CAT_002,24.1,19.9,17.2,automne,2,0,liquide,metal,MAG_001,Magasin MAG_001,602.3,31.7,23.7,270 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,entree,8.8,4.1,2.9,ambiante,halogene,37,2025-05-19,21,20.18,2025-06-02,,,2pour1,,SUP_014,standard,2.9,Catégorie CAT_002,toute_annee,3,fond,ambiante,tous,423.78,337.44
PROD_0412,Riz Basmati Premium,Description du Riz Basmati,16.64,CAT_003,20.0,15.4,22.9,automne,6,0,standard,verre,MAG_002,Magasin MAG_002,999.4,55.9,15.9,919 Rue République,ZONE_002,Zone 002,Zone spécialisée,entree,11.9,4.4,2.9,ambiante,neon,132,2025-01-03,21,63.59,2025-01-17,,,,,SUP_025,niveau_oeil,0.9,Catégorie CAT_003,printemps,3,centre,ambiante,tous,1335.39,2196.48
PROD_0413,Oranges Light,Description du Oranges,9.89,CAT_002,18.7,16.9,24.4,automne,7,0,liquide,verre,MAG_003,Magasin MAG_003,321.8,21.5,18.9,719 Rue Liberté,ZONE_002,Zone 002,Zone centrale,entree,7.4,5.2,2.7,ambiante,LED,27,2025-03-06,21,24.16,2025-03-06,,,,,SUP_030,standard,1.8,Catégorie CAT_002,printemps,8,fond,ambiante,famille,507.36,267.03
PROD_0414,Huile Olive Light,Description du Huile Olive,11.77,CAT_004,20.6,18.0,13.5,printemps,4,1,fragile,carton,MAG_003,Magasin MAG_003,408.2,31.6,17.0,360 Rue République,ZONE_002,Zone 002,Zone périphérique,cote,9.0,5.5,3.1,froid,LED,100,2025-03-01,26,59.7,2025-03-08,,,,,SUP_029,niveau_oeil,1.4,Catégorie CAT_004,ete,1,centre,froid,famille,1552.2,1177.0
PROD_0415,Shampoing Classic,Description du Shampoing,10.26,CAT_001,13.4,19.5,34.0,automne,3,0,liquide,metal,MAG_001,Magasin MAG_001,595.4,27.3,22.0,248 Rue Liberté,ZONE_002,Zone 002,Zone périphérique,centre,6.7,3.4,3.4,ambiante,neon,169,2025-03-22,13,77.6,2025-04-17,PROMO_037,,,,SUP_024,tete_gondole,1.6,Catégorie CAT_001,hiver,6,fond,ambiante,jeune,1008.8,1733.94
PROD_0416,Soda Cola Premium,Description du Soda Cola,21.28,CAT_002,24.2,5.8,11.2,toute_annee,7,0,liquide,verre,MAG_004,Magasin MAG_004,414.5,19.0,13.8,858 Rue Liberté,ZONE_001,Zone 001,Zone centrale,fond,7.7,3.4,2.8,ambiante,LED,28,2025-05-24,3,43.35,2025-05-24,,,,planifiee,SUP_018,tete_gondole,1.3,Catégorie CAT_002,toute_annee,7,entree,ambiante,jeune,130.05,595.84
PROD_0417,Pâtes Penne Bio,Description du Pâtes Penne,15.16,CAT_006,17.8,13.6,34.6,automne,4,0,liquide,plastique,MAG_004,Magasin MAG_004,370.1,22.1,15.9,744 Rue République,ZONE_003,Zone 003,Zone périphérique,entree,6.7,4.7,3.2,ambiante,halogene,26,2025-04-25,30,51.73,2025-04-29,,,,inactive,SUP_030,standard,0.7,Catégorie CAT_006,printemps,2,entree,ambiante,senior,1551.9,394.16
PROD_0418,Chocolat Noir Classic,Description du Chocolat Noir,17.52,CAT_002,12.6,17.6,10.8,ete,7,0,standard,metal,MAG_003,Magasin MAG_003,377.1,25.6,19.0,815 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,entree,10.9,3.8,2.7,ambiante,halogene,165,2025-02-19,3,17.63,2025-02-25,,,,,SUP_026,tete_gondole,2.9,Catégorie CAT_002,ete,5,entree,ambiante,jeune,52.89,2890.8
PROD_0419,Biscuits Sablés Classic,Description du Biscuits Sablés,13.14,CAT_006,14.4,8.6,15.3,hiver,10,0,liquide,carton,MAG_005,Magasin MAG_005,460.3,20.4,13.9,163 Rue Liberté,ZONE_001,Zone 001,Zone spécialisée,fond,7.9,4.8,2.7,ambiante,LED,54,2025-03-30,20,34.4,2025-03-30,,,,inactive,SUP_004,tete_gondole,1.5,Catégorie CAT_006,printemps,6,entree,ambiante,jeune,688.0,709.56
PROD_0420,Vinaigre Balsamique Light,Description du Vinaigre Balsamique,9.22,CAT_006,13.9,12.6,29.4,ete,2,0,fragile,verre,MAG_001,Magasin MAG_001,568.5,32.2,19.6,479 Rue Liberté,ZONE_002,Zone 002,Zone périphérique,cote,11.0,5.4,2.9,ambiante,neon,107,2025-04-16,30,57.48,2025-04-22,,Offre Spéciale,,planifiee,SUP_010,tete_gondole,1.3,Catégorie CAT_006,ete,8,centre,ambiante,tous,1724.4,986.54
PROD_0421,Dentifrice Premium,Description du Dentifrice,11.42,CAT_005,15.2,15.4,29.2,toute_annee,7,1,fragile,plastique,MAG_004,Magasin MAG_004,407.7,24.0,16.0,581 Rue République,ZONE_003,Zone 003,Zone périphérique,entree,7.1,5.2,2.8,froid,halogene,47,2025-04-05,29,40.14,2025-04-06,,,,,SUP_029,standard,2.3,Catégorie CAT_005,toute_annee,6,centre,froid,famille,1164.06,536.74
PROD_0422,Jambon Blanc Classic,Description du Jambon Blanc,13.73,CAT_002,11.4,16.3,24.2,ete,2,0,standard,verre,MAG_001,Magasin MAG_001,634.1,26.5,21.5,381 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,entree,6.9,3.9,2.8,ambiante,LED,86,2025-05-09,23,49.71,2025-05-09,,Offre Spéciale,,,SUP_013,niveau_oeil,2.7,Catégorie CAT_002,toute_annee,4,fond,ambiante,jeune,1143.33,1180.78
PROD_0423,Soda Cola Premium,Description du Soda Cola,12.38,CAT_005,13.1,12.4,17.8,toute_annee,7,1,liquide,metal,MAG_001,Magasin MAG_001,697.4,33.1,18.7,326 Rue République,ZONE_003,Zone 003,Zone centrale,centre,6.3,4.0,2.8,froid,LED,131,2025-01-21,16,26.58,2025-01-22,,,pourcentage,,SUP_019,niveau_oeil,1.7,Catégorie CAT_005,ete,10,entree,froid,senior,425.28,1621.78
PROD_0424,Crème Visage Classic,Description du Crème Visage,10.03,CAT_006,25.8,16.5,12.8,ete,7,0,standard,carton,MAG_001,Magasin MAG_001,620.2,32.1,20.5,346 Rue Liberté,ZONE_001,Zone 001,Zone centrale,entree,9.5,5.3,3.1,ambiante,halogene,29,2025-02-27,27,54.54,2025-03-24,,,,,SUP_003,standard,1.6,Catégorie CAT_006,automne,8,fond,ambiante,famille,1472.58,290.87
PROD_0425,Pommes Golden Premium,Description du Pommes Golden,13.93,CAT_003,17.6,9.4,23.6,automne,10,0,standard,carton,MAG_004,Magasin MAG_004,373.7,25.1,14.7,230 Rue de la Paix,ZONE_004,Zone 004,Zone centrale,centre,5.9,4.8,3.3,ambiante,LED,87,2025-01-12,28,19.76,2025-02-03,,Soldes Hiver,montant,,SUP_018,tete_gondole,0.8,Catégorie CAT_003,printemps,5,entree,ambiante,famille,553.28,1211.91
PROD_0426,Vinaigre Balsamique Light,Description du Vinaigre Balsamique,7.65,CAT_003,27.1,17.4,25.7,automne,3,0,standard,metal,MAG_001,Magasin MAG_001,481.4,36.1,20.6,123 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,centre,5.5,2.4,2.5,ambiante,neon,110,2025-04-02,21,26.54,2025-04-16,,,montant,,SUP_009,niveau_oeil,0.8,Catégorie CAT_003,hiver,4,entree,ambiante,senior,557.34,841.5
PROD_0427,Yaourt Nature Bio,Description du Yaourt Nature,17.31,CAT_006,26.4,15.7,12.8,ete,2,0,standard,metal,MAG_003,Magasin MAG_003,365.7,20.7,16.3,62 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,centre,10.2,3.1,3.1,ambiante,halogene,103,2025-02-03,7,32.55,2025-02-18,PROMO_014,,,,SUP_011,niveau_oeil,3.0,Catégorie CAT_006,hiver,3,fond,ambiante,famille,227.85,1782.93
PROD_0428,Fromage Emmental Bio,Description du Fromage Emmental,21.45,CAT_002,26.4,19.6,34.4,hiver,4,0,standard,verre,MAG_002,Magasin MAG_002,909.9,45.2,23.2,434 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,fond,5.5,5.3,3.1,ambiante,neon,170,2025-03-02,4,54.61,2025-03-06,,Soldes Hiver,montant,active,SUP_016,standard,0.8,Catégorie CAT_002,toute_annee,8,centre,ambiante,senior,218.44,3646.5
PROD_0429,Yaourt Nature Bio,Description du Yaourt Nature,9.67,CAT_005,26.2,15.5,21.5,ete,7,1,liquide,metal,MAG_001,Magasin MAG_001,593.7,32.5,19.8,521 Rue République,ZONE_001,Zone 001,Zone centrale,cote,5.4,3.7,3.0,froid,halogene,99,2025-03-07,4,74.86,2025-03-08,,,,,SUP_013,tete_gondole,2.1,Catégorie CAT_005,toute_annee,5,fond,froid,tous,299.44,957.33
PROD_0430,Jus Orange Bio,Description du Jus Orange,3.22,CAT_004,15.8,15.2,26.6,printemps,4,1,standard,carton,MAG_005,Magasin MAG_005,413.1,19.2,15.3,917 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,fond,10.0,3.1,2.8,froid,LED,21,2025-06-13,18,17.02,2025-06-16,,,,,SUP_013,tete_gondole,2.1,Catégorie CAT_004,ete,5,centre,froid,jeune,306.36,67.62
PROD_0431,Eau Minérale Classic,Description du Eau Minérale,3.2,CAT_002,9.7,15.1,30.5,printemps,2,0,standard,metal,MAG_002,Magasin MAG_002,1010.2,47.6,14.7,757 Rue République,ZONE_003,Zone 003,Zone spécialisée,centre,6.7,3.7,3.3,ambiante,LED,85,2025-04-13,22,71.15,2025-04-15,PROMO_022,,pourcentage,,SUP_014,niveau_oeil,1.1,Catégorie CAT_002,printemps,3,centre,ambiante,famille,1565.3,272.0
PROD_0432,Pommes de Terre Light,Description du Pommes de Terre,18.32,CAT_006,9.1,17.7,21.0,toute_annee,1,0,fragile,plastique,MAG_002,Magasin MAG_002,864.3,51.1,21.7,484 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,entree,7.4,4.2,2.6,ambiante,neon,179,2025-03-27,10,62.48,2025-04-22,PROMO_033,Promo Flash,,planifiee,SUP_011,niveau_oeil,2.0,Catégorie CAT_006,hiver,6,fond,ambiante,senior,624.8,3279.28
PROD_0433,Pain Complet Classic,Description du Pain Complet,14.56,CAT_003,8.4,5.7,24.3,automne,6,0,liquide,metal,MAG_004,Magasin MAG_004,375.3,23.5,18.3,116 Rue République,ZONE_003,Zone 003,Zone spécialisée,entree,10.7,3.3,2.8,ambiante,LED,110,2025-06-22,28,50.94,2025-06-29,,Black Friday,2pour1,,SUP_014,niveau_oeil,1.2,Catégorie CAT_003,ete,2,entree,ambiante,tous,1426.32,1601.6
PROD_0434,Déodorant Bio,Description du Déodorant,24.48,CAT_003,12.5,10.3,13.2,automne,6,0,fragile,metal,MAG_001,Magasin MAG_001,659.4,35.5,21.7,604 Rue République,ZONE_004,Zone 004,Zone périphérique,fond,5.9,4.7,3.4,ambiante,LED,15,2025-02-11,19,77.32,2025-02-27,,,montant,,SUP_026,niveau_oeil,2.1,Catégorie CAT_003,automne,2,entree,ambiante,tous,1469.08,367.2
PROD_0435,Bananes Bio,Description du Bananes,16.89,CAT_004,23.5,17.5,11.4,automne,8,1,fragile,carton,MAG_002,Magasin MAG_002,1032.3,56.4,23.9,819 Rue République,ZONE_002,Zone 002,Zone centrale,cote,10.2,5.4,2.8,froid,LED,60,2025-04-12,10,54.11,2025-05-08,,Offre Spéciale,montant,,SUP_001,tete_gondole,1.3,Catégorie CAT_004,automne,3,centre,froid,senior,541.1,1013.4
PROD_0436,Chocolat Noir Bio,Description du Chocolat Noir,16.98,CAT_006,13.2,12.4,32.9,ete,7,0,liquide,carton,MAG_005,Magasin MAG_005,340.3,25.9,14.3,298 Rue de la Paix,ZONE_002,Zone 002,Zone centrale,cote,6.5,2.6,3.3,ambiante,halogene,68,2025-04-17,26,44.04,2025-05-08,,,,inactive,SUP_030,niveau_oeil,2.8,Catégorie CAT_006,toute_annee,5,entree,ambiante,tous,1145.04,1154.64
PROD_0437,Jus Orange Classic,Description du Jus Orange,9.25,CAT_005,23.0,13.9,28.9,ete,7,1,liquide,plastique,MAG_003,Magasin MAG_003,419.8,22.1,14.8,309 Rue République,ZONE_002,Zone 002,Zone centrale,fond,7.2,3.8,2.9,froid,neon,165,2025-05-05,15,78.85,2025-05-22,PROMO_028,Black Friday,,,SUP_022,standard,1.2,Catégorie CAT_005,automne,8,centre,froid,tous,1182.75,1526.25
